,0_novo,1_novo,2,3_novo,4_novo,5_novo,0_velho,1_velho,3_velho,4_velho,5_velho
4524,6275,47,035053-2,Panamera GT-S 4.8,,,6275.0,47.0,Panamera GT-S 4.8,Dezembro/2019,Panamera
4525,6595,47,035054-0,Panamera S 3.0 Bi-Turbo 420cv,,,6595.0,47.0,Panamera S 3.0 Bi-Turbo 420cv,Dezembro/2019,Panamera
4526,5079,47,035040-0,Panamera S 4.8 400cv,,,5079.0,47.0,Panamera S 4.8 400cv,Dezembro/2019,Panamera
4527,8354,47,035114-8,Panamera TB S E-Hybrid Sport Turis. 4.0,,,8354.0,47.0,Panamera TB S E-Hybrid Sport Turis. 4.0,Dezembro/2019,Panamera
4528,7889,47,035087-7,Panamera Turbo 4.0 550cv,,,7889.0,47.0,Panamera Turbo 4.0 550cv,Dezembro/2019,Panamera
4529,5080,47,035042-7,Panamera Turbo 4.8 500cv/520cv,,,5080.0,47.0,Panamera Turbo 4.8 500cv/520cv,Dezembro/2019,Panamera
4530,8355,47,035109-1,Panamera Turbo Executive 4.0 550cv,,,8355.0,47.0,Panamera Turbo Executive 4.0 550cv,Dezembro/2019,Panamera
4531,5670,47,035048-6,Panamera Turbo S 4.8,,,5670.0,47.0,Panamera Turbo S 4.8,Dezembro/2019,Panamera
4532,8152,47,035100-8,Panamera Turbo S E-Hybrid 4.0 680cv,,,8152.0,47.0,Panamera Turbo S E-Hybrid 4.0 680cv,Dezembro/2019,Panamera
4533,8356,47,035107-5,Panamera Turbo S E-Hybrid Exec. 4.0,,,8356.0,47.0,Panamera Turbo S E-Hybrid Exec. 4.0,Dezembro/2019,Panamera
4534,8246,47,035102-4,Panamera Turbo Sport Turismo 4.0,,,8246.0,47.0,Panamera Turbo Sport Turismo 4.0,Dezembro/2019,Panamera
4535,6305,185,083001-1,2500 LARAMIE  6.7 TDI  CD 4x4 Diesel,,,6305.0,185.0,2500 LARAMIE  6.7 TDI  CD 4x4 Diesel,Dezembro/2019,2500
4536,6306,185,083002-0,2500 LARAMIE TROPIV. 6.7 4x4 Diesel,,,6306.0,185.0,2500 LARAMIE TROPIV. 6.7 4x4 Diesel,Dezembro/2019,2500
4537,6596,186,084003-3,LINK 1.3 16V 5p,,,6596.0,186.0,LINK 1.3 16V 5p,Dezembro/2019,LINK
4538,6307,186,084001-7,PICK-UP Q22B CS 1.0 2p,,,6307.0,186.0,PICK-UP Q22B CS 1.0 2p,Dezembro/2019,PICK-UP
4539,6648,186,084004-1,PICK-UP Q22D CS 1.0 2p,,,6648.0,186.0,PICK-UP Q22D CS 1.0 2p,Dezembro/2019,PICK-UP
4540,6647,186,084005-0,PICK-UP Q22E CD 1.0 4p,,,6647.0,186.0,PICK-UP Q22E CD 1.0 4p,Dezembro/2019,PICK-UP
4541,6469,186,084002-5,VAN Q22 1.0 5p,,,6469.0,186.0,VAN Q22 1.0 5p,Dezembro/2019,VAN
4542,1986,48,025001-5,19 16S/ RT 16V,,,1986.0,48.0,19 16S/ RT 16V,Dezembro/2019,19
4543,1987,48,025002-3,19 RN,,,1987.0,48.0,19 RN,Dezembro/2019,19
4544,1988,48,025003-1,19 RT 1.8/ 1.8i,,,1988.0,48.0,19 RT 1.8/ 1.8i,Dezembro/2019,19
4545,1989,48,025031-7,19 RT 1.8/ 1.8i Conv.,,,1989.0,48.0,19 RT 1.8/ 1.8i Conv.,Dezembro/2019,19
4546,1990,48,025020-1,21 GTX 2.0,,,1990.0,48.0,21 GTX 2.0,Dezembro/2019,21
4547,1991,48,025033-3,21 Nevada GTX 2.2,,,1991.0,48.0,21 Nevada GTX 2.2,Dezembro/2019,21
4548,1992,48,025008-2,21 Nevada TXE 2.2,,,1992.0,48.0,21 Nevada TXE 2.2,Dezembro/2019,21
4549,1993,48,025034-1,21 TXE/ TXi 2.2,,,1993.0,48.0,21 TXE/ TXi 2.2,Dezembro/2019,21
4550,7990,48,025262-0,CAPTUR Intense 1.6 16V Flex 5p Aut.,,,7990.0,48.0,CAPTUR Intense 1.6 16V Flex 5p Aut.,Dezembro/2019,CAPTUR
4551,7890,48,025258-1,CAPTUR Intense 2.0 16V Flex 5p Aut.,,,7890.0,48.0,CAPTUR Intense 2.0 16V Flex 5p Aut.,Dezembro/2019,CAPTUR
4552,8869,48,025298-0,CAPTUR Intense Bose 1.6 16V Flex 5p Aut.,,,8869.0,48.0,CAPTUR Intense Bose 1.6 16V Flex 5p Aut.,Dezembro/2019,Captur
4553,8870,48,025299-9,CAPTUR Intense Bose 2.0 16V Flex 5p Aut.,,,8870.0,48.0,CAPTUR Intense Bose 2.0 16V Flex 5p Aut.,Dezembro/2019,Captur
4554,8422,48,025273-5,CAPTUR Life 1.6 16V Flex 5p Aut.(PCD),,,8422.0,48.0,CAPTUR Life 1.6 16V Flex 5p Aut.(PCD),Dezembro/2019,Captur
4555,7991,48,025261-1,CAPTUR Zen 1.6 16V Flex 5p Aut.,,,7991.0,48.0,CAPTUR Zen 1.6 16V Flex 5p Aut.,Dezembro/2019,CAPTUR
4556,7891,48,025257-3,CAPTUR Zen 1.6 16V Flex 5p Mec.,,,7891.0,48.0,CAPTUR Zen 1.6 16V Flex 5p Mec.,Dezembro/2019,CAPTUR
4557,1997,48,025099-6,Clio Auth. /AIR Hi-Flex 1.6 16V 5p,,,1997.0,48.0,Clio Auth. /AIR Hi-Flex 1.6 16V 5p,Dezembro/2019,Clio
4558,1994,48,025081-3,Clio Authentique 1.0 8V 3p,,,1994.0,48.0,Clio Authentique 1.0 8V 3p,Dezembro/2019,Clio
4559,1995,48,025082-1,Clio Authentique 1.0/1.0 Hi-Power 16V 3p,,,1995.0,48.0,Clio Authentique 1.0/1.0 Hi-Power 16V 3p,Dezembro/2019,Clio
4560,3903,48,025111-9,Clio Authentique Hi-Flex 1.0 16V 3p,,,3903.0,48.0,Clio Authentique Hi-Flex 1.0 16V 3p,Dezembro/2019,Clio
4561,3904,48,025112-7,Clio Authentique Hi-Flex 1.0 16V 5p,,,3904.0,48.0,Clio Authentique Hi-Flex 1.0 16V 5p,Dezembro/2019,Clio
4562,1996,48,025109-7,Clio Authentique Hi-Flex 1.6 16V 3p,,,1996.0,48.0,Clio Authentique Hi-Flex 1.6 16V 3p,Dezembro/2019,Clio
4563,4643,48,025150-0,Clio Campus Hi-Flex 1.0 16V 3p,,,4643.0,48.0,Clio Campus Hi-Flex 1.0 16V 3p,Dezembro/2019,Clio
4564,4644,48,025151-8,Clio Campus Hi-Flex 1.0 16V 5p,,,4644.0,48.0,Clio Campus Hi-Flex 1.0 16V 5p,Dezembro/2019,Clio
4565,1998,48,025090-2,Clio Dynamique 1.0/ 1.0 Hi-Power 16V 3p,,,1998.0,48.0,Clio Dynamique 1.0/ 1.0 Hi-Power 16V 3p,Dezembro/2019,Clio
4566,1999,48,025091-0,Clio Dynamique 1.6 16V 110cv 3p,,,1999.0,48.0,Clio Dynamique 1.6 16V 110cv 3p,Dezembro/2019,Clio
4567,2000,48,025098-8,Clio Dynamique Hi-Flex 1.6 16V 3p,,,2000.0,48.0,Clio Dynamique Hi-Flex 1.6 16V 3p,Dezembro/2019,Clio
4568,2001,48,025085-6,Clio Expression 1.0 8V 60cv 3p,,,2001.0,48.0,Clio Expression 1.0 8V 60cv 3p,Dezembro/2019,Clio
4569,2002,48,025086-4,Clio Expression 1.0/1.0 Hi-Power 16V 3p,,,2002.0,48.0,Clio Expression 1.0/1.0 Hi-Power 16V 3p,Dezembro/2019,Clio
4570,3905,48,025113-5,Clio Expression Hi-Flex 1.0 16V 3p,,,3905.0,48.0,Clio Expression Hi-Flex 1.0 16V 3p,Dezembro/2019,Clio
4571,3906,48,025114-3,Clio Expression Hi-Flex 1.0 16V 5p,,,3906.0,48.0,Clio Expression Hi-Flex 1.0 16V 5p,Dezembro/2019,Clio
4572,3993,48,025121-6,Clio GetUp Hi-Flex 1.0 16V 3p,,,3993.0,48.0,Clio GetUp Hi-Flex 1.0 16V 3p,Dezembro/2019,Clio
4573,3994,48,025122-4,Clio GetUp Hi-Flex 1.0 16V 5p,,,3994.0,48.0,Clio GetUp Hi-Flex 1.0 16V 5p,Dezembro/2019,Clio
4574,5312,48,025169-0,Clio Hi-Flex 1.0 16V 3p,,,5312.0,48.0,Clio Hi-Flex 1.0 16V 3p,Dezembro/2019,Clio
4575,5313,48,025170-4,Clio Hi-Flex 1.0 16V 5p,,,5313.0,48.0,Clio Hi-Flex 1.0 16V 5p,Dezembro/2019,Clio
4576,2003,48,025095-3,Clio Hi-Flex 1.6 16V 3p,,,2003.0,48.0,Clio Hi-Flex 1.6 16V 3p,Dezembro/2019,Clio
4577,2004,48,025096-1,Clio Hi-Flex/ Expres. Hi-Flex 1.6 16V 5p,,,2004.0,48.0,Clio Hi-Flex/ Expres. Hi-Flex 1.6 16V 5p,Dezembro/2019,Clio
4578,3907,48,025115-1,Clio Privilège Hi-Flex 1.0 16V 5p,,,3907.0,48.0,Clio Privilège Hi-Flex 1.0 16V 5p,Dezembro/2019,Clio
4579,2005,48,025100-3,Clio Privilège Hi-Flex 1.6 16V 5p,,,2005.0,48.0,Clio Privilège Hi-Flex 1.6 16V 5p,Dezembro/2019,Clio
4580,2006,48,025026-0,Clio RL / Yahoo/ Authent. 1.0 8V 5p,,,2006.0,48.0,Clio RL / Yahoo/ Authent. 1.0 8V 5p,Dezembro/2019,Clio
4581,2007,48,025004-0,Clio RL 1.6 3p/5p,,,2007.0,48.0,Clio RL 1.6 3p/5p,Dezembro/2019,Clio
4582,2008,48,025075-9,Clio RL Alizé/ Authent. 1.6 16V 110cv 5p,,,2008.0,48.0,Clio RL Alizé/ Authent. 1.6 16V 110cv 5p,Dezembro/2019,Clio
4583,2009,48,025061-9,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,,,2009.0,48.0,Clio RL/ JP/Auth.1.0/1.0 Hi-Power 16V 5p,Dezembro/2019,Clio
4584,2010,48,025021-0,Clio RN 1.6 3p (importado),,,2010.0,48.0,Clio RN 1.6 3p (importado),Dezembro/2019,Clio
4585,2011,48,025028-7,Clio RN 1.6 5p,,,2011.0,48.0,Clio RN 1.6 5p,Dezembro/2019,Clio
4586,2013,48,025027-9,Clio RN/ Expression 1.0 5p,,,2013.0,48.0,Clio RN/ Expression 1.0 5p,Dezembro/2019,Clio
4587,2014,48,025048-1,Clio RN/ Expression 1.6 16V 5p,,,2014.0,48.0,Clio RN/ Expression 1.6 16V 5p,Dezembro/2019,Clio
4588,2012,48,025054-6,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,,,2012.0,48.0,Clio RN/Alizé/Expr./1.0 Hi-Power 16V 5p,Dezembro/2019,Clio
4589,2015,48,025005-8,Clio RT 1.6 5p,,,2015.0,48.0,Clio RT 1.6 5p,Dezembro/2019,Clio
4590,2016,48,025056-2,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,,,2016.0,48.0,Clio RT/ Privil. 1.0/1.0 Hi-Power 16V 5p,Dezembro/2019,Clio
4591,2017,48,025049-0,Clio RT/ Privilège 1.6 16V 5p,,,2017.0,48.0,Clio RT/ Privilège 1.6 16V 5p,Dezembro/2019,Clio
4592,2018,48,025051-1,Clio Sed RT/ Privilège/ Botic 1.6 16V 4p,,,2018.0,48.0,Clio Sed RT/ Privilège/ Botic 1.6 16V 4p,Dezembro/2019,Clio
4593,2019,48,025076-7,Clio Sed. Alizé 1.6/ 1.6 Hi-Flex 16v 4p,,,2019.0,48.0,Clio Sed. Alizé 1.6/ 1.6 Hi-Flex 16v 4p,Dezembro/2019,Clio
4594,3908,48,025116-0,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,,,3908.0,48.0,Clio Sed. Authentique Hi-Flex 1.0 16V 4p,Dezembro/2019,Clio
4595,2020,48,025102-0,Clio Sed. Authentique Hi-Flex 1.6 16V 4p,,,2020.0,48.0,Clio Sed. Authentique Hi-Flex 1.6 16V 4p,Dezembro/2019,Clio
4596,3909,48,025117-8,Clio Sed. Expression Hi-Flex 1.0 16V 4p,,,3909.0,48.0,Clio Sed. Expression Hi-Flex 1.0 16V 4p,Dezembro/2019,Clio
4597,2021,48,025097-0,Clio Sed. Hi-Flex/Exp.Hi-Flex 1.6 16V 4p,,,2021.0,48.0,Clio Sed. Hi-Flex/Exp.Hi-Flex 1.6 16V 4p,Dezembro/2019,Clio
4598,3910,48,025118-6,Clio Sed. Privilège Hi-Flex 1.0 16V 4p,,,3910.0,48.0,Clio Sed. Privilège Hi-Flex 1.0 16V 4p,Dezembro/2019,Clio
4599,2022,48,025101-1,Clio Sed. Privilège Hi-Flex 1.6 16V 4p,,,2022.0,48.0,Clio Sed. Privilège Hi-Flex 1.6 16V 4p,Dezembro/2019,Clio
4600,2023,48,025067-8,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,,,2023.0,48.0,Clio Sed.RL/Auth.1.0/1.0 Hi-Power 16V 4p,Dezembro/2019,Clio
4601,2024,48,025055-4,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,,,2024.0,48.0,Clio Sed.RN/Alizé/Botic./Exp.1.0 Hi-Pow.,Dezembro/2019,Clio
4602,2025,48,025057-0,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,,,2025.0,48.0,Clio Sed.RT/Privil.1.0/1.0 Hi-Pow.16V 4p,Dezembro/2019,Clio
4603,2026,48,025093-7,Clio Sedan Authentique 1.6 16V 110cv 4p,,,2026.0,48.0,Clio Sedan Authentique 1.6 16V 110cv 4p,Dezembro/2019,Clio
4604,3995,48,025123-2,Clio Sedan Egeus Hi-Flex 1.0 16V 4p,,,3995.0,48.0,Clio Sedan Egeus Hi-Flex 1.0 16V 4p,Dezembro/2019,Clio
4605,3996,48,025124-0,Clio Sedan Egeus Hi-Flex 1.6 16V 4p,,,3996.0,48.0,Clio Sedan Egeus Hi-Flex 1.6 16V 4p,Dezembro/2019,Clio
4606,2027,48,025050-3,Clio Sedan RN/ Expression 1.6 16V 4p,,,2027.0,48.0,Clio Sedan RN/ Expression 1.6 16V 4p,Dezembro/2019,Clio
4607,2028,48,025053-8,Clio SI 1.6 16V 4p,,,2028.0,48.0,Clio SI 1.6 16V 4p,Dezembro/2019,Clio
4608,2029,48,025060-0,Clio Tech Run 1.0 16v 70cv 5p,,,2029.0,48.0,Clio Tech Run 1.0 16v 70cv 5p,Dezembro/2019,Clio
4609,5671,48,025181-0,DUSTER 1.6 Hi-Flex 16V Mec.,,,5671.0,48.0,DUSTER 1.6 Hi-Flex 16V Mec.,Dezembro/2019,DUSTER
4610,8423,48,025274-3,DUSTER Authent. 1.6 Flex 16V Aut.(PCD),,,8423.0,48.0,DUSTER Authent. 1.6 Flex 16V Aut.(PCD),Dezembro/2019,DUSTER
4611,7403,48,025233-6,DUSTER DAKAR 4x2 1.6 Hi-Flex 16V Mec.,,,7403.0,48.0,DUSTER DAKAR 4x2 1.6 Hi-Flex 16V Mec.,Dezembro/2019,DUSTER
4612,7928,48,025259-0,DUSTER DAKAR 4x2 2.0 Hi-Flex 16V Aut.,,,7928.0,48.0,DUSTER DAKAR 4x2 2.0 Hi-Flex 16V Aut.,Dezembro/2019,DUSTER
4613,7434,48,025234-4,DUSTER DAKAR 4x4 2.0 Hi-Flex 16V Mec.,,,7434.0,48.0,DUSTER DAKAR 4x4 2.0 Hi-Flex 16V Mec.,Dezembro/2019,DUSTER
4614,7993,48,025264-6,DUSTER Dynamique 1.6 Flex 16V Aut.,,,7993.0,48.0,DUSTER Dynamique 1.6 Flex 16V Aut.,Dezembro/2019,DUSTER
4615,5672,48,025183-6,DUSTER Dynamique 1.6 Flex 16V Mec.,,,5672.0,48.0,DUSTER Dynamique 1.6 Flex 16V Mec.,Dezembro/2019,DUSTER
4616,5673,48,025185-2,DUSTER Dynamique 2.0 Flex 16V Aut.,,,5673.0,48.0,DUSTER Dynamique 2.0 Flex 16V Aut.,Dezembro/2019,DUSTER
4617,5674,48,025184-4,DUSTER Dynamique 2.0 Hi-Flex 16V Mec.,,,5674.0,48.0,DUSTER Dynamique 2.0 Hi-Flex 16V Mec.,Dezembro/2019,DUSTER
4618,5675,48,025186-0,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,,,5675.0,48.0,DUSTER Dynamique 4x4 2.0 Hi-Flex 16V Mec,Dezembro/2019,DUSTER
4619,7992,48,025263-8,DUSTER Expression 1.6 Flex 16V Aut.,,,7992.0,48.0,DUSTER Expression 1.6 Flex 16V Aut.,Dezembro/2019,DUSTER
4620,5676,48,025182-8,DUSTER Expression 1.6 Hi-Flex 16V Mec.,,,5676.0,48.0,DUSTER Expression 1.6 Hi-Flex 16V Mec.,Dezembro/2019,DUSTER
4621,8785,48,025296-4,DUSTER GoPro 1.6 16V Flex Aut.,,,8785.0,48.0,DUSTER GoPro 1.6 16V Flex Aut.,Dezembro/2019,DUSTER
4622,8786,48,025295-6,DUSTER GoPro 4x4 2.0 Hi-Flex 16V Mec.,,,8786.0,48.0,DUSTER GoPro 4x4 2.0 Hi-Flex 16V Mec.,Dezembro/2019,DUSTER
4623,7377,48,025231-0,DUSTER OROCH Dyna. 1.6 Flex 16V Mec.,,,7377.0,48.0,DUSTER OROCH Dyna. 1.6 Flex 16V Mec.,Dezembro/2019,DUSTER
4624,7672,48,025240-9,DUSTER OROCH Dyna. 2.0 Flex 16V Aut.,,,7672.0,48.0,DUSTER OROCH Dyna. 2.0 Flex 16V Aut.,Dezembro/2019,DUSTER
4625,7378,48,025232-8,DUSTER OROCH Dyna. 2.0 Flex 16V Mec.,,,7378.0,48.0,DUSTER OROCH Dyna. 2.0 Flex 16V Mec.,Dezembro/2019,DUSTER
4626,8580,48,025278-6,DUSTER OROCH Express 1.6 Flex 16V Mec.,,,8580.0,48.0,DUSTER OROCH Express 1.6 Flex 16V Mec.,Dezembro/2019,DUSTER
4627,7379,48,025230-1,DUSTER OROCH Expression 1.6 Flex 16V Mec,,,7379.0,48.0,DUSTER OROCH Expression 1.6 Flex 16V Mec,Dezembro/2019,DUSTER
4628,6970,48,025221-2,DUSTER OUTDOOR 1.6 Hi-Flex 16V Mec.,,,6970.0,48.0,DUSTER OUTDOOR 1.6 Hi-Flex 16V Mec.,Dezembro/2019,DUSTER
4629,6213,48,025191-7,DUSTER TECHROAD 1.6 Hi-Flex 16V Mec.,,,6213.0,48.0,DUSTER TECHROAD 1.6 Hi-Flex 16V Mec.,Dezembro/2019,DUSTER
4630,6214,48,025193-3,DUSTER TECHROAD 2.0 Hi-Flex 16V Aut.,,,6214.0,48.0,DUSTER TECHROAD 2.0 Hi-Flex 16V Aut.,Dezembro/2019,DUSTER
4631,6215,48,025192-5,DUSTER TECHROAD 2.0 Hi-Flex 16V Mec.,,,6215.0,48.0,DUSTER TECHROAD 2.0 Hi-Flex 16V Mec.,Dezembro/2019,DUSTER
4632,6702,48,025209-3,DUSTER TECHROAD 4X4 2.0 16V Mec.,,,6702.0,48.0,DUSTER TECHROAD 4X4 2.0 16V Mec.,Dezembro/2019,DUSTER
4633,2030,48,025012-0,Express 1.6/ RL 1.6,,,2030.0,48.0,Express 1.6/ RL 1.6,Dezembro/2019,Express
4634,7105,48,025225-5,FLUENCE Sed. Dyn. Plus 2.0 16V FLEX Aut.,,,7105.0,48.0,FLUENCE Sed. Dyn. Plus 2.0 16V FLEX Aut.,Dezembro/2019,FLUENCE
4635,5509,48,025174-7,FLUENCE Sed. Dynamique 2.0 16V FLEX Aut.,,,5509.0,48.0,FLUENCE Sed. Dynamique 2.0 16V FLEX Aut.,Dezembro/2019,FLUENCE
4636,5510,48,025173-9,FLUENCE Sed. Dynamique 2.0 16V FLEX Mec.,,,5510.0,48.0,FLUENCE Sed. Dynamique 2.0 16V FLEX Mec.,Dezembro/2019,FLUENCE
4637,7673,48,025239-5,FLUENCE Sedan Expres. 1.6 16V FLEX Mec.,,,7673.0,48.0,FLUENCE Sedan Expres. 1.6 16V FLEX Mec.,Dezembro/2019,FLUENCE
4638,6870,48,025212-3,FLUENCE Sedan GT Line 2.0 Flex Aut.,,,6870.0,48.0,FLUENCE Sedan GT Line 2.0 Flex Aut.,Dezembro/2019,FLUENCE
4639,6276,48,025194-1,FLUENCE Sedan GT SPORT,,,6276.0,48.0,FLUENCE Sedan GT SPORT,Dezembro/2019,FLUENCE
4640,5511,48,025175-5,FLUENCE Sedan Privilège 2.0 16V FLEX Aut,,,5511.0,48.0,FLUENCE Sedan Privilège 2.0 16V FLEX Aut,Dezembro/2019,FLUENCE
4641,2031,48,025106-2,Kangoo Authentique 1.6 16V 95cv,,,2031.0,48.0,Kangoo Authentique 1.6 16V 95cv,Dezembro/2019,Kangoo
4642,4309,48,025134-8,Kangoo Authentique Hi-Flex 1.6 16V,,,4309.0,48.0,Kangoo Authentique Hi-Flex 1.6 16V,Dezembro/2019,Kangoo
4643,4098,48,025128-3,Kangoo Expres.SPORTWAY 1.6/1.6 Hi-Flex,,,4098.0,48.0,Kangoo Expres.SPORTWAY 1.6/1.6 Hi-Flex,Dezembro/2019,Kangoo
4644,4310,48,025133-0,Kangoo Express Hi-Flex 1.6 16V,,,4310.0,48.0,Kangoo Express Hi-Flex 1.6 16V,Dezembro/2019,Kangoo
4645,2032,48,025044-9,Kangoo Express RL/ Express 1.0 16V/8V,,,2032.0,48.0,Kangoo Express RL/ Express 1.0 16V/8V,Dezembro/2019,Kangoo
4646,2033,48,025045-7,Kangoo Express RL/ Express 1.6 16V/8V,,,2033.0,48.0,Kangoo Express RL/ Express 1.6 16V/8V,Dezembro/2019,Kangoo
4647,4311,48,025132-1,Kangoo Expression Hi-Flex 1.6 16V 5p,,,4311.0,48.0,Kangoo Expression Hi-Flex 1.6 16V 5p,Dezembro/2019,Kangoo
4648,2034,48,025038-4,Kangoo RL 1.0 8V,,,2034.0,48.0,Kangoo RL 1.0 8V,Dezembro/2019,Kangoo
4649,2035,48,025041-4,Kangoo RL 1.6 8V,,,2035.0,48.0,Kangoo RL 1.6 8V,Dezembro/2019,Kangoo
4650,2036,48,025070-8,Kangoo RL/ Yahoo 1.0 16V 70cv,,,2036.0,48.0,Kangoo RL/ Yahoo 1.0 16V 70cv,Dezembro/2019,Kangoo
4651,2037,48,025039-2,Kangoo RN 1.0 8V,,,2037.0,48.0,Kangoo RN 1.0 8V,Dezembro/2019,Kangoo
4652,2039,48,025072-4,Kangoo RN/ Yahoo/ Expression 1.0 16V 5p,,,2039.0,48.0,Kangoo RN/ Yahoo/ Expression 1.0 16V 5p,Dezembro/2019,Kangoo
4653,2038,48,025040-6,Kangoo RN/Expression 1.6 16V/1.6 8V 5p,,,2038.0,48.0,Kangoo RN/Expression 1.6 16V/1.6 8V 5p,Dezembro/2019,Kangoo
4654,2040,48,025073-2,Kangoo RT 1.0 16V 70cv 5p,,,2040.0,48.0,Kangoo RT 1.0 16V 70cv 5p,Dezembro/2019,Kangoo
4655,2041,48,025074-0,Kangoo RT 1.6 16V/ 8V 90cv 5p,,,2041.0,48.0,Kangoo RT 1.6 16V/ 8V 90cv 5p,Dezembro/2019,Kangoo
4656,8714,48,025280-8,Kwid ConnecTV 1.0 Flex 12V Mec.,,,8714.0,48.0,Kwid ConnecTV 1.0 Flex 12V Mec.,Dezembro/2019,KWID
4657,8021,48,025267-0,KWID Intense 1.0 Flex 12V 5p Mec.,,,8021.0,48.0,KWID Intense 1.0 Flex 12V 5p Mec.,Dezembro/2019,KWID
4658,8022,48,025265-4,KWID Life 1.0 Flex 12V 5p Mec.,,,8022.0,48.0,KWID Life 1.0 Flex 12V 5p Mec.,Dezembro/2019,KWID
4659,8701,48,025279-4,KWID OUTSIDER 1.0 Flex 12V 5p Mec.,,,8701.0,48.0,KWID OUTSIDER 1.0 Flex 12V 5p Mec.,Dezembro/2019,KWID
4660,8023,48,025266-2,KWID Zen 1.0 Flex 12V 5p Mec.,,,8023.0,48.0,KWID Zen 1.0 Flex 12V 5p Mec.,Dezembro/2019,KWID
4661,2042,48,025080-5,Laguna Grand Tour Privilège 3.0 V6 210cv,,,2042.0,48.0,Laguna Grand Tour Privilège 3.0 V6 210cv,Dezembro/2019,Laguna
4662,2043,48,025010-4,Laguna Nevada RT/ RXE 2.0s 16V,,,2043.0,48.0,Laguna Nevada RT/ RXE 2.0s 16V,Dezembro/2019,Laguna
4663,2044,48,025079-1,Laguna Privilège 3.0 V6 24V 210cv 5p,,,2044.0,48.0,Laguna Privilège 3.0 V6 24V 210cv 5p,Dezembro/2019,Laguna
4664,2045,48,025006-6,Laguna RT 2.0,,,2045.0,48.0,Laguna RT 2.0,Dezembro/2019,Laguna
4665,2046,48,025011-2,Laguna RXE 2.0s 8V/16V,,,2046.0,48.0,Laguna RXE 2.0s 8V/16V,Dezembro/2019,Laguna
4666,2047,48,025007-4,Laguna V6,,,2047.0,48.0,Laguna V6,Dezembro/2019,Laguna
4667,7808,48,025242-5,LOGAN Authentique Flex 1.0 12V 4p,,,7808.0,48.0,LOGAN Authentique Flex 1.0 12V 4p,Dezembro/2019,LOGAN
4668,4387,48,025135-6,LOGAN Authentique Hi-Flex 1.0 16V 4p,,,4387.0,48.0,LOGAN Authentique Hi-Flex 1.0 16V 4p,Dezembro/2019,LOGAN
4669,4480,48,025138-0,LOGAN Authentique Hi-Flex 1.6 8V 4p,,,4480.0,48.0,LOGAN Authentique Hi-Flex 1.6 8V 4p,Dezembro/2019,LOGAN
4670,7268,48,025226-3,LOGAN Authentique Plus Hi-F. 1.0 16V 4p,,,7268.0,48.0,LOGAN Authentique Plus Hi-F. 1.0 16V 4p,Dezembro/2019,LOGAN
4671,5648,48,025178-0,LOGAN Avantage Hi-Flex 1.0 16V 4p,,,5648.0,48.0,LOGAN Avantage Hi-Flex 1.0 16V 4p,Dezembro/2019,LOGAN
4672,6971,48,025218-2,LOGAN Dyna. EasyR Hi-Flex 1.6 8V,,,6971.0,48.0,LOGAN Dyna. EasyR Hi-Flex 1.6 8V,Dezembro/2019,LOGAN
4673,7841,48,025252-2,LOGAN Dynamique EasyR Flex 1.6 16V 4p,,,7841.0,48.0,LOGAN Dynamique EasyR Flex 1.6 16V 4p,Dezembro/2019,LOGAN
4674,7842,48,025255-7,LOGAN Dynamique Flex 1.6 16V 4p,,,7842.0,48.0,LOGAN Dynamique Flex 1.6 16V 4p,Dezembro/2019,LOGAN
4675,6649,48,025208-5,LOGAN Dynamique Hi-Flex 1.6 8V 4p,,,6649.0,48.0,LOGAN Dynamique Hi-Flex 1.6 8V 4p,Dezembro/2019,LOGAN
4676,7106,48,025224-7,LOGAN Exclusive EasyR Hi-Flex 1.6 8V 4p,,,7106.0,48.0,LOGAN Exclusive EasyR Hi-Flex 1.6 8V 4p,Dezembro/2019,LOGAN
4677,7107,48,025223-9,LOGAN Exclusive Hi-Flex 1.6 8V 4p,,,7107.0,48.0,LOGAN Exclusive Hi-Flex 1.6 8V 4p,Dezembro/2019,LOGAN
4678,8024,48,025268-9,LOGAN Expres. Avantage Flex 1.0 12v 4p,,,8024.0,48.0,LOGAN Expres. Avantage Flex 1.0 12v 4p,Dezembro/2019,LOGAN
4679,8025,48,025269-7,LOGAN Expres. Avantage Flex 1.6 16V 4p,,,8025.0,48.0,LOGAN Expres. Avantage Flex 1.6 16V 4p,Dezembro/2019,LOGAN
4680,6972,48,025217-4,LOGAN Expres. EasyR Hi-Flex 1.6 8V,,,6972.0,48.0,LOGAN Expres. EasyR Hi-Flex 1.6 8V,Dezembro/2019,LOGAN
4681,7634,48,025238-7,LOGAN Expres. P.Avant. Hi-Flex 1.6 8V 4p,,,7634.0,48.0,LOGAN Expres. P.Avant. Hi-Flex 1.6 8V 4p,Dezembro/2019,LOGAN
